	Universidad	Título	Tesista	Grado	Asesor	Resumen	Año	Disciplina
14267	Pontificia Universidad Católica del Perú	Modelo de supervivencia de larga duración con riesgos proporcionales y estimación del riesgo base vía splines: modelamiento de abandono de seguros	Mattos Galarza, Hector	Maestría	Sal y Rosas Celi, Víctor Giancarlo	"Los modelos de supervivencia, aquellos que tratan de describir el tiempo a la ocurrencia de uno
o más eventos, han demostrado tener gran versatilidad para poder modelar distintos tipos de eventos
y un alcance mayor al que inicialmente se propuso. Su aplicación varía desde el área de la medicina
hasta usos en actividades financieras como análisis de riesgos de activos, entre otros. Este trabajo
tiene como motivación el análisis del tiempo de permanencia de un cliente con contrato de póliza de
seguros. En esta aplicación, solo una fracción de los clientes son susceptibles a la terminación del
contrato y, en este sentido, se requiere que el modelo cuente con la flexibilidad de asumir que no
todos los clientes son susceptibles al evento de interés. En este trabajo, se propone un modelo de larga
duración asumiendo un modelo de riesgos proporcionales para los clientes susceptibles de abandono
y donde la función de riesgo basal de este último se modela vía funciones de splines monótonas. Este
trabajo empieza con la definición del modelo, el proceso de estimación de parámetros, escenarios
de simulación donde se evalúa el desempeño del proceso de estimación e inferencia y finalmente una
aplicación para estudiar los factores asociados con el abandono de clientes en una compañía de seguros
en el Perú."	2020	Estadística
14354	Pontificia Universidad Católica del Perú	Sistema de tarifación bonus-malus para la rama de seguros de automóvil	Vivanco Ortiz, Yoshi Abel	Maestría	Valdivieso Serrano, Luis Hilmar	"En la actualidad, las empresas aseguradoras cuentan con productos de seguros
cada vez más personalizados a las características de sus asegurados, de modo que,
cada asegurado no pague el mismo monto de prima sino un monto proporcional a su
comportamiento y perfil de riesgo. Una de las formas de atender esta necesidad de
personalización en la tarifación es el Sistema Bonus-Malus (SBM), el cual ajusta una
prima base considerando la historia de siniestros reportados por cada asegurado. En
ese sentido, una historia sin siniestros crea bonificaciones (bonus) y por ende una
reducción en la prima de seguro; y, una historia con siniestros genera penalizaciones
(malus) y por ende un incremento en la prima de seguro. Por tanto, el objetivo de
esta tesis es aplicar los modelos SBM basados en la frecuencia para un seguro de
tipo vehicular. Para ello, en base a la información disponible de los asegurados, se
construye un modelo de frecuencia de siniestros usando un GLM (Poisson, Binomial
Negativa y sus variantes inflacionadas en ceros), cada modelo permite obtener
una prima base y clases de riesgo basados en características heterogéneas. Luego,
se comparan todos los modelos obtenidos para seleccionar el mejor ajuste para los
datos analizados. Por u´ltimo, se aplica el SBM y se determina en qué nivel se clasifica
a cada asegurado en función al número de siniestros que reporte en el periodo
de análisis, de esa manera, se determina el valor de la prima ajustada para cada
asegurado. En resumen, este trabajo desarrolla un SBM con información a priori y a
posteriori que permite obtener primas más justas para los asegurados de un producto
de seguros vehiculares, de modo que, el asegurado que presente un comportamiento
sin siniestros reportados pagará menos que un asegurado que presente siniestros en
el periodo evaluado."	2020	Estadística
14356	Pontificia Universidad Católica del Perú	Métodos de selección de variables bajo el enfoque bayesiano para el modelo lineal normal	Blas Oyola, Sthip Frank	Maestría	Bayes Rodríguez, Cristian Luis	"En muchos casos prácticos, al realizar un análisis de regresión, se cuenta con un gran
número de potenciales variables explicativas de las cuáles sólo algunas serán importantes para explicar la variable respuesta. Por lo tanto, un problema importante para la construcción de un modelo de regresión es encontrar un adecuado conjunto de variables explicativas. A los métodos que lidian con este problema se les denomina métodos de selección de variables. En el presente proyecto de tesis, se estudiarán tres métodos de selección de variables bajo inferencia bayesiana para el modelo de regresión lineal normal los cuales fueron propuestos por George y McCulloch (1993), Kuo y Mallick (1998) y Dellaportas et al. (2002). Estos métodos, a diferencia de los métodos tradicionales, consideran la selección de variables dentro del mismo modelo, por ejemplo, introduciendo variables latentes que indiquen la presencia o ausencia de una variable explicativa. Se realizaron comparaciones de estos métodos bayesianos con los métodos Lasso y Stepwise por ser los más tradicionales. A través de un estudio con datos simulados, en diversos escenarios se observa que los métodos bayesianos permiten una adecuada selección de las variables explicativas. Adicionalmente se presentan los resultados de una aplicación con datos reales."	2020	Estadística
14363	Pontificia Universidad Católica del Perú	Modelamiento del tiempo a la ocurrencia de un evento con tiempos discretos	Huertas Quispe, Anthony Enrique	Maestría	Bayes Rodríguez, Cristian Luis	En este trabajo de tesis, se plantea estudiar el tiempo a la ocurrencia de un evento en un proceso discreto. Para ello, se considera un modelo mixtura de fracción de cura sobre una población segmentada en dos tipos de individuos: sujetos curados, o también denominados sobrevivientes a largo plazo, haciendo referencia a aquellos sujetos que no alcanzarán el evento de interés en estudio; y sujetos no curados, o también denominados sujetos susceptibles, quienes en un tiempo específico, experimentarán dicho evento de interés. Los objetivos principales de esta tesis, son el de estimar la fracción de cura, la cual está definida como la proporción de individuos curados al final del estudio, y estimar el tiempo de falla para los individuos susceptibles, entendiéndose como el tiempo a la ocurrencia del evento. Este análisis se llevará a cabo con la presencia de covariables y datos censurados, siendo la simulación e inferencia de los datos efectuados vía el software estadístico R, en donde los procesos de simulación abordarán distintos escenarios para evaluar la performance del modelo propuesto.	2018	Estadística
14382	Pontificia Universidad Católica del Perú	Sistema de información para la gestión de la dosificación de químicos en la fertilización de cultivos de papa basado en reglas de inferencia: una revisión de literatura	Gonzáles Rodríguez, Edwin Frank	Bachillerato	Quispe Vilchez, Eder Ramiro	"El presente trabajo de investigación presenta una revisión de literatura sobre un sistema de
información para la gestión de la dosificación de químicos en la fertilización de cultivos de
papa basado en reglas de inferencia.
En la introducción se presenta el contexto del tema a investigar, mencionando la falta de
información que presentan actualmente los medianos y pequeños agricultores del norte del
Perú.
Luego, desarrollando la revisión, primero se presenta la búsqueda sistemática realizada en
Scopus y IEEE mediante preguntas de investigación realizadas con el método PICOC. De
los artículos encontrados se realiza un filtro por criterios de exclusión e inclusión para obtener
los más relevantes.
Finalmente, se realiza una búsqueda tradicional para encontrar soluciones actuales que
tengan relación con el tema del presente trabajo. Así, finalmente se discute sobre los
resultados de ambas búsquedas."	2020	Ciencias con mención en Ingeniería Informática
14551	Pontificia Universidad Católica del Perú	Uso y buenas prácticas de gestión de TI en entidades públicas	Espezua Zapana, Bruno Víctor	Bachillerato	Aguilera Serpa, César Augusto	"El presente trabajo de investigación está enfocado en la revisión de literatura existente
relacionada a temas de uso y buenas prácticas de gestión de TI en empresas de administración
pública siguiendo una metodología de revisión sistemática. El propósito principal de esta
revisión se basa en la determinación de la situación actual del uso de buenas prácticas como
estándares y marcos de trabajo en la gestión de TI de empresas públicas en contextos diferentes
al peruano. Para la búsqueda de los estudios que permitan determinar esta situación, se sigue
el método PICOC para construir la cadena de búsqueda a emplear en cuatro repositorios
digitales: ACM Digital Library, IEEE Xtreme Digital Library, Scopus y Web of Science. Se
identificó a 271 artículos de los cuales se seleccionaron a 27 para la revisión. Estos artículos se
emplearon para responder a dos preguntas de investigación relacionadas a 1) el uso de buenas
prácticas de gestión de TI en empresas de administración pública y 2) los efectos como
consecuencia de la aplicación de buenas prácticas de gestión de TI en empresa de
administración pública. Se encontró que sí hay estándares y marcos de trabajo de gobierno de
TI aplicados en empresas de administración pública y que estos fueron un factor de éxito
considerados en el aumento de índices de gobierno electrónico de ciertos países."	2020	Ciencias con mención en Ingeniería Informática
14575	Pontificia Universidad Católica del Perú	Analítica de datos en información pública de medios periodísticos y redes sociales para el análisis de sentimiento: una revisión de literatura	Zárate Calderón, Gabriel Hélard	Bachillerato	Beltrán Castañón, César Armando	"El análisis de sentimiento es un área de investigación importante en el procesamiento de lenguaje natural, la cual está en constante crecimiento especialmente por la generación de grandes volúmenes de información textual, y el avance tecnológico en lo que se refiere al almacenamiento y los algoritmos inteligentes para el análisis de esta.  Esta tarea cada vez va tomando más fuerza su uso en diferentes aplicaciones computacionales dado el crecimiento exponencial del uso de medios digitales y redes sociales, las cuales, gracias a la información debidamente procesada, pueden ser muy valiosas para los negocios.  
Actualmente existen procedimientos ambiguos para la realización de dicha tarea y sobre todo para textos en español y de manera específica para notas periodísticas y publicaciones realizadas en redes sociales, todo ello por el hecho de la escasa cantidad de herramientas existentes para la presente tarea, por ende el proceso de clasificación de las polaridades de los sentimientos expresadas en los textos se realiza de manera manual por expertos en el tema, generándose así resultados ambiguos y sesgados según la experiencia del encargado, lo cual generaba resultados que no eran del todo fiables retándole valor a dicha tarea, además del hecho de que realizarlo de manera totalmente manual resultaba muy pesado y se realizaba en un periodo largo de tiempo. 
Para la realización de dicha tarea existen múltiples técnicas de aprendizaje de máquina y de aprendizaje profundo que son adecuadas para este, pero en el último año uno de los modelos que va siendo reconocido cada vez más para ser aplicado a resolver problemas de procesamiento de lenguaje natural son los modelos basados en transformers dadas sus buenas capacidades y los resultados que se obtienen con estos. Ante dicha problemática surge la necesidad de investigar más acerca de cómo se vienen implementando soluciones para la realización de análisis de sentimiento para hacer una comparativa sobre los modelos usados y además dadas las buenas capacidades de los modelos basados en transformers investigar más a fondo la utilidad de estos y las aplicaciones que tiene para así comprobar sus buenas capacidades."	2020	Ciencias con mención en Ingeniería Informática
14579	Pontificia Universidad Católica del Perú	Aplicación de aprendizaje profundo para la detección y clasificación automática de insectos agrícolas en trampas pegantes: una revisión de literatura	Córdova Pérez, Claudia Sofía	Bachillerato	Villanueva Talavera, Edwin Rafael	"El presente trabajo de investigación busca hacer una revisión sistemática sobre las técnicas actuales
que se usan para solucionar problemas de identificación y clasificación de plagas de insectos, los
cuales pueden ser para detectar uno o más tipos de insectos. Dentro de esta revisión, se encontró
soluciones como algoritmos de segmentación con cambio de espacio de color, lo cual permite remover
el fondo de una imagen y centrarse únicamente en el objeto de interés; también, el uso de modelos
de detección, por ejemplo YOLO y Faster R-CNN, los cuales están conformados por redes neuronales
convolucionales para lograr la identificación de insectos plaga; además, se encontraron soluciones
que hacían uso de SLIC (Simple Linear Iterative Clustering), así como el uso de un análisis multifractal.
Un aspecto relevante a tomar en cuenta para saber qué tan eficientes están siendo estas soluciones
son las métricas de evaluación con sus respectivos valores obtenidos; sin embargo, estos resultados
solo pueden ser comparables si se usa el mismo dataset para entrenamiento y validación. Por
consiguiente y dado que la mayoría de estudios recopilados usa un conjunto de datos propio, los
resultados mostrados nos sirven para tener una idea de la eficacia de sus soluciones, mas no para
comparar los valores de las métricas de evaluación de los distintos aproximamientos tomados en cada
estudio revisado.
Finalmente, el único insecto plaga que afecta los campos de hortalizas en el Perú y fue encontrado
dentro de los estudios fue la mosca blanca. Los demás estudios abordan el problema de detección
con otros tipos de insectos, los cuales no son relevantes para el problema de plagas en Perú, sin
embargo, sus soluciones son consideradas pues el cambio que se tendría que hacer es en el conjunto
de datos que alimenta a las soluciones presentadas en los estudios encontrados."	2021	Ciencias con mención en Ingeniería Informática
14685	Pontificia Universidad Católica del Perú	Clasificación de proteínas repetidas basado en su información estructural utilizando aprendizaje de máquina	Tenorio Ku, Luiggi Gianpiere	Título Profesional	Hirsh Martínez, Layla	"En los últimos años, las proteínas repetidas, las cuales son caracterizadas por
poseer regiones que se repiten a lo largo de su estructura, han demostrado
poseer un rol fundamental dentro de la naturaleza. Esta importancia se debe a
sus propiedades funcionales que toman relevancia dentro de varios procesos
biológicos como la salud, el desarrollo neuronal y la ingeniería de proteínas.
Debido a ello, una tarea, dentro del área de estudio de estas proteínas, es la
identificación y clasificación de estas, lo que permite identificar las propiedades
funcionales que posee.
Asimismo, en la actualidad, existen métodos complejos para la clasificación e
identificación de proteínas repetidas a partir de su estructura, los cuales implican
un uso intenso y costoso de recursos computacionales. Además, por la aparición
de nuevos procesos experimentales, las proteínas recientemente descubiertas por
año se incrementan de forma exponencial. En consecuencia, ello obliga que estos
procesos realicen una gran cantidad ejecuciones y generen una gran cantidad de
archivos que se traducen en grandes costos de procesamiento y almacenamiento.
En este proyecto se busca implementar un modelo de aprendizaje de máquina
con la capacidad de detectar la presencia de regiones repetidas dentro de una
cadena proteica con el fin de que esta información sea útil para procesos más
complejos como ReUPred para que eviten procesar grandes cantidades de datos
irrelevantes. Dicho objetivo, implica la construcción de un proceso de
transformación de datos necesaria para extraer las características estructurales
de la cadena de proteína y formar la representación de datos a utilizar como
entrada para el desarrollo, entrenamiento y validación del modelo.
Adicionalmente, se plantea desplegar dicho modelo mediante un servicio web
para que pueda ser utilizado por otros investigadores del área."	2020	Ingeniería Informática
14715	Pontificia Universidad Católica del Perú	Identificación del nivel de complejidad de texto para el entrenamiento de chatbots basado en Machine Learning: una revisión de literatura|	Matos Ríos, Hans	Bachillerato	Beltrán Castañón, César Armando	"El nivel de complejidad textual puede ser un inconveniente para algunas personas al momento de usar
Chatbots, debido a que estos programas podrían dar respuestas cuyo nivel de complejidad no sea el
que entienda el usuario. Entonces, aquellos Chatbots deberían ser entrenados con un conjunto de
datos cuya complejidad textual sea la deseada, para evitar confusiones con los usuarios. Para ello, se
define una revisión sistemática, en la cual se usan las bases de datos de Google Scholar, ACM Digital
Library e IEEE Xplore, de las cuáles se obtiene la información necesaria empleando las palabras
claves definidas por el método PICOC, obteniendo un total de treinta y ocho documentos que
evidencian la existencia de distintas métricas para analizar la complejidad textual de textos, así como
experimentos de entrenamiento con Chatbots y los correspondientes resultados de sus interacciones
con los usuarios. Además, analizando documentos de tesis asociadas al tema de investigación, se
refuerzan los conceptos de que la complejidad textual puede ser analizado mediante conjunto de
métricas. Finalmente, en base a lo desarrollado en la revisión de la literatura y documentos de tesis,
se presentan las conclusiones deducidas."	2020	Ciencias con mención en Ingeniería Informática
14720	Pontificia Universidad Católica del Perú	Análisis, diseño e implementación de un sistema de información para la programación de cursos basados en competencias organizacionales en áreas de recursos humanos	Ríos Acosta, Roddy del Carmen	Título Profesional	Ríos Alejos, Luis Esteban	"El presente trabajo de fin de carrera permitirá la implementación de un sistema
de información cliente servidor para la programación de cursos basados en
competencias organizacionales para áreas de recursos humanos. La necesidad
del desarrollo del mismo es solucionar la necesidad de tener una capacitación
de personal basado en competencias organizacionales y que a la vez este
alineada con los objetivos estratégicos de la organización. Sin embargo, este
proceso de capacitación en muchas organizaciones no siempre se ejecuta en
forma eficaz y eficiente. Así, por ejemplo: no se capacita al empleado, no se
brinda la capacitación requerida, no se definen objetivos de capacitación, no se
lleva a cabo el seguimiento del desempeño del empleado en las organizaciones,
no hay evaluación de los gastos del presupuesto ejecutado contra los beneficios
obtenidos, etc. La necesidad de contar con un modelo de capacitación que sirva
de guía o referencia en las organizaciones peruanas y que brinde soporte a este
proceso de forma integral, plantea una problemática en el proceso de
capacitación de personal, pues origina que se tenga un personal que no recibe
la capacitación requerida. Es así que, en este proyecto logra exponer la
importancia y trascendencia de la capacitación de personal en las
organizaciones. Luego, se propone un modelo de negocio para el proceso de
capacitación de personal y la sistematización de este proceso de capacitación a
través de un sistema de información que apoye en la programación de cursos,
los cuales estén alineados con los objetivos estratégicos de las instituciones u
organizaciones. Además, dicha herramienta permitirá mostrar la mejora en la
brecha de competitividad y la evaluación de desempeño para cada persona o
grupo de trabajo; y en términos económicos, los costos de la ejecución de este
programa comparado con los beneficios logrados."	2020	Ingeniería Informática
14725	Pontificia Universidad Católica del Perú	Mejora de proceso en una pequeña organización que ofrece servicios de software: caso ProCal-ProSer LIM.PI – 1er ciclo	Osorio Huamán, Edgar Eduardo	Título Profesional	Meléndez Llavé, Karin Ana	Ante la competitividad, la tecnología y nuevos modelos de negocio en la industria del Software en el Perú y el mundo, las empresas se ven obligadas a mejorar la calidad de sus servicios y productos continuamente. Por ello, muchas pequeñas organizaciones desarrolladoras de software que ofrecen servicios buscan reducir costos, acceder a nuevas tecnologías, contratar personal calificado y organizar sus procesos internos. Para solucionar estas dificultades, en este estudio se realizó un ciclo de mejora de procesos en una pequeña organización desarrolladora de software que ofrece servicios, el ciclo de mejora consistió en una evaluación inicial del estado de los procesos de la empresa; Ventas y Mantenimiento de Servicios. Luego, se planificó las mejoras a realizar cuyo impacto está relacionado con los objetivos de negocio de la empresa. Se realizó una evaluación final que mide el estado de los procesos de la empresa aplicada las mejoras. Con todo lo anterior se elaboró un reporte técnico de todo el ciclo de mejora. Este trabajo se justifica pues aporta beneficios a la empresa a través del ciclo de mejora, impactando directamente en sus procesos, trabajadores y clientes. Además, se hizo la implementación del modelo ProCal.Proser Perfil Básico basado en el modelo de procesos y ISO/IEC TS 15504-8: Evaluación de Procesos para la gestión de Servicios, la ISO/IEC 29110-5-1-2: Ingeniería de Sistemas y Software – Perfiles de ciclo de vida para entidades pequeñas. El modelo ProCal.ProSer fue expresamente desarrollado para pymes que ofrecen servicios de software.	2020	Ingeniería Informática
14759	Pontificia Universidad Católica del Perú	Técnicas de representación y reconstrucción de objetos 3D en el computador: una revisión de literatura	Sumoso Vicuña, Ernie Ludwick	Bachillerato	Sipiran Mendoza, Iván Anselmo	"Actualmente en el mundo, las tecnologías de escaneo 3D se clasifican en dos grupos: de
contacto y sin contacto. El primer grupo se caracteriza por la necesidad de reposar el escáner
sobre el objeto (Sreenivasa K. 2003). Este tipo de escáneres representan un riesgo cuando
los objetos en cuestión no pueden ser manipulados libremente debido a su fragilidad. Por
otro lado, el segundo grupo de tecnologías son mayormente usadas en investigaciones y
poseen una amplia variedad de aplicaciones en la industria medicinal y de entretenimiento.
Este último grupo a su vez se divide en dos sub-grupos: activos y pasivos (Pears N. 2012).
Las tecnologías de escaneo 3D activos se basan en el análisis y medición del tiempo de
envío y retorno de una señal hacia el objeto para estimar la posición de la superficie. Por otro
lado, las técnicas de escaneo sin contacto-pasivas no necesitan de la manipulación del
objeto ni medición de señales ya que aprovechan la luz ambiental.
Dentro de las ciencias de la computación existe el problema de cómo sintetizar, procesar y
analizar la información de una superficie obtenida mediante herramientas de escaneo 3D y
guardarla en el computador con el fin de que este pueda ser visualizada y/o manipulada por
otras herramientas informáticas. A lo largo de los años han surgido múltiples técnicas de
representación de objetos en un espacio de tres dimensiones. Sin embargo, estas técnicas
dependen fuertemente de las herramientas empleadas durante el proceso de escaneo. Es
por ello que se han desarrollado también técnicas pasivas-sin contacto que permitan la
obtención de superficies únicamente a partir de una colección de imágenes y haciendo uso
de redes neuronales entrenadas en extensos conjuntos de datos. Para poder entender estas
tecnologías emergentes es necesario investigar a profundidad cuales son los recientes
métodos para generar superficies u objetos 3D, en qué casos se utilizan los distintos métodos
y cuáles son los enfoques de los autores al emplear dichas técnicas."	2020	Ciencias con mención en Ingeniería Informática
14919	Pontificia Universidad Católica del Perú	Aplicación del modelo de espacio de estados con errores correlacionados a la tasa de desempleo en Perú	Visa Flores, Rafael	Maestría	Sikov, Anna	"En este trabajo se presenta los modelos de espacio de estados con errores correlacionados,
propuesto por Pfeffermann y Tiller (2006), aplicado a datos reales de la tasa de desempleo
para Lima Metropolitana, cuya información es recolectada mediante la Encuesta Permanente
del Empleo - EPE por el Instituto Nacional de Estadística e Informática. Estos modelos
permiten dar tratamiento a series de tiempo con errores de medición correlacionados, la
estimación de los componentes del modelo se realiza mediante el algoritmo recursivo de
Pfeffermann y Tiller, y cuando los errores son independientes se utiliza el algoritmo recursivo
del filtro de Kalman. Se realizó un estudio de simulación con series de tiempo con errores correlacionados con
el objetivo de comparar las predicciones obtenidas con el algoritmo del filtro de Kalman y el
algoritmo de Pfeffermann y Tiller, resultando este último con menores errores de predicción. Con la finalidad de comparar la aplicación del modelo de espacio de estados con errores
correlacionados con una metodología muy conocida como el desarrollado por Box and Jenkins,
se ajustó los datos de la tasa de desempleo a un modelo ARIMA, se comparó las predicciones
de ambos modelos con las verdaderas observaciones, donde los errores de las predicciones
fueron similares, sin embargo, el menor error cuadrático medio se obtuvo con el modelo de
espacio de estados con errores correlacionados."	2020	Estadística
15000	Pontificia Universidad Católica del Perú	Estudio investigación acción - Definición de marco de trabajo empleando metodologías ágiles para la configuración de herramientas tecnológicas y su aplicación en proyectos de desarrollo de software para una empresa aseguradora	Velarde Castañeda, Jessenia Alexandra	Bachillerato	Quispe Vilchez, Eder Ramiro	"El presente trabajo describe la revisión sistemática realizada sobre el uso correcto de las metodologías
ágiles y herramientas para proyectos de desarrollo de software dependiendo de las complejidades que
se presente.
Se inicia con una breve descripción del problema que se busca resolver para la cual se realiza la revisión
sistemática. Este problema principalmente es la ausencia de un marco de trabajo que facilite a la
organización y guíe con este el uso correcto de las metodologías ágiles y herramientas tecnológicas
aplicadas a proyectos de desarrollo de software. Con esto se pretende ayudar a usuarios antes de la
construcción del software; es decir que le facilite identificar la complejidad del proyecto que desea
implementar y con eso pueda escoger una metodología, herramientas o técnicas para usarlas en la
ejecución de su proyecto.
Luego de especifica el método de revisión de literatura a emplear la cual será principalmente una
revisión sistemática en múltiples bases de datos de artículos como Scopus o IEEE usando el método
PICOC como se describe en dicha sección. Luego estos artículos encontrados se filtran utilizando
criterios de inclusión y exclusión como el año de publicación o el contenido del artículo.
Finalmente, una vez seleccionados los artículos relevantes se procede a responder a las preguntas de
investigación planteadas durante la aplicación del método PICOC. En este caso se consideraron 4
preguntas que fueron respondidas utilizando todos los artículos relevantes."	2020	Ciencias con mención en Ingeniería Informática
15006	Pontificia Universidad Católica del Perú	Investigación de los métodos de evaluación de la experiencia de usuario que aplican analítica web: una revisión sistemática	Palomino Diaz, Fryda Paola	Bachillerato	Moquillaza Vizarreta, Miguel Arturo	En el presente trabajo de investigación se realizó una revisión sistemática de la literatura con el objetivo de identificar los métodos actuales que aplican Analítica Web en la evaluación de la Experiencia de Usuario. De manera que, se pueda recopilar las métricas, herramientas y metodologías empleadas en los diferentes casos de estudios revisados. Asimismo, reconocer la utilidad de la Analítica Web en el proceso actual de la evaluación de la Experiencia de Usuario. Para esto, se empleó la metodología característica en el área de Ingeniería de Software propuesta por B. Kitchenham, donde se plantearon 4 preguntas de investigación relacionadas al objetivo de esta investigación. Una vez identificadas estas preguntas, se construyeron las cadenas a emplear en cuatro diferentes motores de búsqueda principales. Al finalizar esta búsqueda primaria, se obtuvieron en total 315 resultados, de los cuales se seleccionaron 18 artículos como relevantes. Luego, en base a esta revisión primaria, se determinó que era necesario incluir algunas investigaciones adicionales. Por lo que se decidió realizar una investigación secundaria, la cual consistió en seleccionar aquellos artículos de la referencia bibliográfica que cumplían con los criterios de inclusión de la investigación y cuyo caso de estudio reportado era semejante al inicial. Asimismo, se revisó el repositorio digital de tesis PUCP, con el fin de encontrar este tipo de investigaciones en el contexto peruano. De esta manera, se pudo determinar que la Analítica Web es un método que complementa a los procesos actuales de la evaluación de la Experiencia de Usuario. De manera que, este da un respaldo cuantitativo fundamentado a otros tipos de métodos cualitativos que se enfocan en explicar en el porqué del comportamiento del usuario.	2020	Ciencias con mención en Ingeniería Informática
15072	Pontificia Universidad Católica del Perú	Identificación del sentimiento de entidades en notas periodísticas basado en técnicas de procesamiento de lenguaje natural: una revisión de literatura	Lau Li, Julio Ka Jau	Bachillerato	Beltrán Castañón, César Armando	"El análisis de sentimiento a nivel de entidades sobre notas periodísticas es una tarea de una
complejidad no trivial, lo que genera interés por parte de diferentes sectores, ya que esos tipos
de fuentes de datos causa que los sentimientos identificados no convergen hacia un objetivo
por su longitud extensa y variedad de temas. Sin embargo, no se sabe a ciencia cierta su
dificultad, por lo que el objetivo principal es poder identificar los conocimientos e información
disponible y existente en la actualidad para responder las preguntas formuladas. Por eso, se
define una revisión de literatura tomando en consideración la base de datos Scopus y el empleo
de palabras claves definidas por el método PICOC, donde se obtuvieron en total siete
documentos, cuatro artículos y tres revisiones sistemáticas que evidencian una disponibilidad
de espacio para experimentar y explorar, dado que principalmente se ha trabajado en medios
con mayor cantidad de datos y menor complejidad como las redes sociales o encuestas de
servicios. Esto se reafirmó al revisar los documentos de tesis asociados a este tema, donde
inclusive su demanda ha superado a paradigmas de análisis de sentimientos más clásicos. Es
por ello, que se concluye la necesidad de explotar esta área de conocimientos para poder
satisfacer la demanda de información cada vez más granulada, relevante y compleja,
aprovechando los recursos lingüísticos más óptimos para facilitar las labores que puedan
presentarse."	2020	Ciencias con mención en Ingeniería Informática
15104	Pontificia Universidad Católica del Perú	Elaboración y validación de métricas para la evaluación de usabilidad de sitios Web de Comercio Electrónico	Díaz Rodríguez, Ediber Steven	Título Profesional	Paz Espinoza, Freddy Alberto	El continuo crecimiento de la internet ha permitido el desarrollo de diversos servicios digitalizados, entre ellos el de E-commerce, el cual proporciona a las empresas nuevas oportunidades para fidelizar y captar clientes, personalizando sus servicios, lo cual hace que el mercado tecnológico del comercio electrónico sea muy competitivo y variado por lo que las organizaciones buscan la manera de evaluar constantemente sus sitios web, con el fin de mejorarlos y ofrecer una mejor experiencia a sus clientes a través de ellos. No obstante, uno de los aspectos más importantes a considerar al momento de evaluar o construir un sitio web en el ámbito de comercio electrónico es la usabilidad. Una empresa que cuenta con un sitio web de E-commerce con un gran nivel de usabilidad obtiene una gran ventaja frente a los competidores, mientras que la falta de esta puede ocasionar que los clientes dejen de usar sus páginas, lo que se traduce como un fracaso tecnológico en este importante mercado. Existen normas estandarizadas como las ISO, siendo la ISO 9126 e ISO 25022-2503, las que permiten evaluar la calidad de estos a través de métricas. La presente tesis analiza la literatura referente a las métricas y aspectos de usabilidad existentes actualmente para sitios web de E-commerce para encontrar aspectos de usabilidad, métricas y métodos de evaluación para elaborar y evaluar la nueva propuesta de métricas de usabilidad para sitios web de E-commerce. Se desarrolló la nueva propuesta, con un total de 49 métricas nuevas y 25 métricas existentes en los documentos analizados, las cuales fueron validadas por expertos en el tema de usabilidad y a través de la comparación de los resultados con el método de evaluación propuesto del Dr. Toni Granollers, se pudo obtener resultados coherentes. Todo esto da como resultado una propuesta de métricas de usabilidad refinada y un proceso de evaluación que brinda resultados confiables, que pueden ser usados para que las empresas ofrezcan servicios transaccionales de calidad a sus clientes obteniendo una ventaja competitiva dentro del mercado de E-commerce.	2020	Ingeniería Informática
15125	Pontificia Universidad Católica del Perú	Usabilidad en servicios web bioinformáticos: una revisión de literatura	Bezerra Brandao Corrales, Manuel Alberto	Bachillerato	Pow Sang Portillo, José Antonio	"Bioinformática es la aplicación de tecnologías computacionales y la estadística a la gestión y análisis
de datos biológicos como lo son las secuencias de ADN y de proteínas (Can, 2014). En esta área se
ha evidenciado una creciente necesidad de usabilidad en las herramientas utilizadas para la
investigación, con el fin de conseguir un manejo adecuado de la gran cantidad de información que se
utiliza (Bolchini et al., 2009). Además, actualmente es evidente la escasez de investigaciones sobre
usabilidad en servicios web bioinformáticos (Bolchini et al., 2009).
Estos servicios presentan características particulares que los diferencian de otros tipos de software.
Además, sus usuarios presentan necesidades distintas. Por ejemplo, las barreras de usabilidad
pueden inhibir la satisfacción de la experiencia de usuario y forzar a los investigadores a desperdiciar
tiempo y energía en realizar tareas cotidianas en sus trabajos (Bolchini et al., 2009). Es por ello que,
en este trabajo de investigación, se busca realizar una revisión de literatura que permita conocer los
trabajos relacionados a la usabilidad en servicios web bioinformáticos."	2020	Ciencias con mención en Ingeniería Informática
15161	Pontificia Universidad Católica del Perú	Endpoint-inflated beta-binomial regression for correlated count data	Fazio Luna, Boris Manuel	Maestría	Sal y Rosas Celi, Víctor Giancarlo	"El modelo de regresión binomial con in acción en los extremos permite modelar datos de
conteo acotados en los que una alta proporción de las observaciones se encuentra en los extremos.
Extendemos el modelo considerando una función de enlace de logit ordenado, la cual
aprovecha la información de orden implícita en las probabilidades de in
acción y exploramos
el uso de efectos aleatorios y marginalización para manejar la presencia de observaciones
repetidas. Empleamos un conjunto de datos previamente analizado en la literatura mediante
un modelo de regresión binomial con in
acción en los extremos que emplea el enlace softmax
para mostrar el mejor ajuste logrado por nuestro modelo."	2019	Estadística
