Institución,Título,Autor,Grado,Asesor(es),Año,Resumen,Categoría
Universidad de Lima,Estudio de prefactibilidad para la instalación de una planta de producción de kekes de sanky (Corryocactus brevistylus),"Diaz Asca, Jose Elias, Maire Espinoza, Roger Gaston","Tesis para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Almandoz Nuñez, Ana Maria",2022,"La presente es un estudio de prefactibilidad para la instalación de una planta elaboradora
de kekes de sanky desde el punto de vista de la viabilidad de mercado, tecnológica,
económica y social.
La propuesta de valor del producto es ser un snack saludable y nutritivo. La
demanda del proyecto fue calculada mediante una regresión exponencial basada en datos
de la demanda de kekes de Euromonitor usando una segmentación geográfica (Lima),
psicográfica (nivel A y B) y demográfica (6 a 55 años) además de los valores de intención
e intensidad obtenidos mediante encuestas. Para el primer año la demanda del proyecto
seria de 24 265 862 unidades, la participación de mercado es del 4% lo que significa que
la demanda a satisfacer para el primer año será de 970 634 unidades esta demanda crecerá
en 1% por año siendo la demanda del 2026 de 995 771 unidades
La ubicación de la fábrica (Lurín, Lima) fue seleccionada mediante la aplicación
de la herramienta ranking de factores. Los límites del proyecto están dados por la relación
tamaño mercado (995 771 unidades) y el punto el punto de equilibrio (607 742 unidades)
El cuello de botella del proyecto está en la operación de horneado (1 145 113
unidades), el stock de seguridad es de 96 cajas, el tamaño del terreno necesario para las
instalaciones del proyecto fue hallado por el método de Guerchet y es de 571 metros
cuadrados.
La inversión total del proyecto es de 1 534781 soles el 70% de la inversión será
financiada y el 30% será capital propio, el COK del proyecto fue hallado usando el CAPM
y es de 22,88%, el VAN es de 641 843 soles, el TIR es de 59,39%, el periodo de recupero
es de 3,36 años y el beneficio costo es de 2.40.
El valor agregado actualizado es de 3 058 203 soles, los puestos de trabajo creados
son 12, de los cuales 7 son mano de obra, el valor promedio de producción es de 983 203
unidades, la densidad de capital es de 127 202 soles. la productividad de mano de obra es
de 140 458, la intensidad de capital es de 0,5 y la productividad capital es de 2.",Ingeniería industrial / Producción
Universidad de Lima,Autoestima y desarrollo de trastornos de la conducta alimentaria en adolescentes y adultos jóvenes,"Ames Tejada, Allison Elizabeth","Trabajo de suficiencia profesional para optar el Título Profesional de Licenciado en Psicología, Universidad de Lima","Camino Rivera, Carolina",2022,"Los TCA son enfermedades mentales de gran relevancia en el campo de la salud física y 
mental, debido a su fuerte impacto en la calidad de vida de las personas, y dado que, son 
cada vez más comunes. Su incidencia ha pasado de 3,4% a 7,8% de la población en los 
últimos 20 años (Galmiche et al., 2019). En el Perú, entre el 7% y el 11% de los 
adolescentes puede presentar un TCA (Chumpitaz, 2020). Estudios sugieren una relación 
significativa entre la autoestima y los TCA. Por lo tanto, el presente estudio busca 
describir la relación entre la autoestima y el desarrollo de TCA en adolescentes y adultos 
jóvenes. La información fue recolectada mediante un proceso de revisión aplicada 
utilizando la estrategia de búsqueda PRISMA (Matthew, 2020). Las bases de datos 
revisadas fueron Proquest y Scopus. Los resultados indican que la autoestima puede ser 
un factor de riesgo o protector para el desarrollo de TCA, siendo determinante el grado 
de valía personal que tiene el individuo sobre sí mismo y la influencia de otras variables 
como la ansiedad o depresión. Así, la baja autoestima genera preocupación por la imagen 
corporal y la comida, lo que puede desencadenar la patología.",Psicología / Psicología clínica
Universidad de Lima,Estudio de prefactibilidad para la implementación de una planta productora de fideos cortos a base de harina de trigo (triticum aestivum) enriquecidos con harina de lenteja (lens culinaris),"Nuñez Anders, Fabrizio Sebastian, Salas Rodriguez, Alonso Carlos","Tesis para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Rojas Iriarte, Juan Enrique",2022,"Para el presente proyecto de investigación se tomó como mercado objetivo a la población 
de la capital (Lima Metropolitana), enfocado principalmente a personas de niveles 
socioeconómicos A, B y C de 5 a 75 años de edad. Se estimó una demanda de 399,96 
toneladas de producto terminado para el primer año de proyecto (2021), el equivalente a 
799 927 unidades de producto (Bolsas de 500 gr) y de 435,67 toneladas o 871 330 Bolsas 
de 500gr para el último año de proyecto (2026).
Con este producto diferenciado se busca captar a un segmento bastante grande de 
la población y tener una alta rentabilidad económica.
En el análisis de micro y macro localización, se analizaron los distintos factores, 
determinando que la locación más propicia para la implementación de la planta industrial 
del presente proyecto es el distrito de Lurín. Debido a su menor costo por m², mayor 
disponibilidad de terrenos industriales, mayor seguridad y resguardo policial frente a las 
otras opciones analizadas.
Respecto a la maquinaría a utilizar para la implementación del proyecto, se 
consideró como alternativa la importación en algunos casos, por la falta variedad y 
opciones en el mercado nacional. Luego de realizar el análisis de capacidad, se pudo 
identificar a la máquina amasadora-extrusora como cuello de botella, con una capacidad 
de producción anual de 644 966 kg PT/ Año.
El presente proyecto es viable técnicamente por lo sustentado en los capítulos 
desarrollados. Asimismo, se requerirá una inversión total de S/ 1 935 696 financiado a 
40% y asumido en un 60% por los accionistas. Los resultados de análisis arrojan un VAN 
financiero de S/ 1 909 960, un TIR financiero de 54,66 % y un periodo de recuperación 
a 2,36 años. Por tal motivo se demuestra que, respecto al ámbito económico y financiero, 
el proyecto también es viable.
En el último capítulo se desarrolló la evaluación social del proyecto, obteniendo 
como resultado un valor agregado de S/ 13 001 637 y una densidad de capital de 
S/80 654 por puesto de trabajo generado.",Ingeniería industrial / Producción
Universidad de Lima,Factores de éxito para la penetración de empresas peruanas y mexicanas al mercado de EE.UU. en el segmento de salsas picantes,"Beltran Chavez, Darleni Jessica Tamara, Farfan Leon, Stephanie Monica","Tesis para optar el Título Profesional de Licenciado en Negocios Internacionales, Universidad de Lima","Ayala Chacaltana, Pedro Damian",2022,"El mercado de salsas picantes ha mostrado un gran crecimiento a nivel global en los últimos seis años. Se estima que para el año 2025 alcance un valor de 5,900 millones de dólares, con un CAGR del 5%. En el mundo, Norteamérica cuenta con los principales consumidores y las compañías más importantes de salsas picantes, en Estados Unidos y México. Este último país ha crecido en sus exportaciones con un CAGR del 8% entre los años 2015 y 2020. Sus salsas son las más conocidas internacionalmente y es el principal proveedor de Estados Unidos, el mayor mercado destino de salsas picantes en el mundo. Perú, por su parte, cuenta con un gran catálogo de ajíes, más de 300, pero sus salsas envasadas no son tan conocidas como las mencionadas anteriormente. Dentro de su portafolio, se destacan las de ají amarillo, panca y rocoto. También han aumentado sus exportaciones mundiales durante este periodo, con casi 6 millones de dólares exportados en el 2019 y un CAGR del 5%. Sin embargo, los productores locales cuentan con problemas para posicionarse internacionalmente, como el abastecimiento local de ajíes y la estandarización de cultivos, junto a la pobre infraestructura logística y portuaria. En base al estudio de casos de éxito, se detectó que los factores más importantes para el ingreso de empresas pequeñas peruanas a Estados Unidos son proporcionar maquilas, las alianzas con distribuidores y un enfoque en los mercados de nostalgia, con énfasis en la población peruana migrante. Por otro lado, el mejor posicionamiento de México se debe a su proximidad, además de que cuenta con más migrantes, tuvo un mayor tiempo para establecer sus salsas con un marketing de imagen y gastronomía, y el sabor de sus chiles es más atractivo para el consumidor estadounidense general por su nivel de picante.",Ciencias empresariales / Negocios internacionales
Universidad de Lima,La vida después de la muerte de los miembros del PCP-Sendero Luminoso: un modelo de comunicación para la convivencia posconflicto,"Sevilla Ferrari, Sebastian, Sosa Mendoza, Rosita Maria","Tesis para optar el Título Profesional de Licenciado en Comunicación, Universidad de Lima","García Contto, José David",2022,"El presente trabajo tiene como objetivo comparar la cobertura realizada por los diarios 
La República y Correo, en sus respectivas ediciones digitales, sobre 'El Frontón' y 'El 
mausoleo de Comas', casos emblemáticos de la etapa del conflicto armado interno 
peruano y del periodo posconflicto, respectivamente. La comparación se realizará en dos 
niveles: entre medios de comunicación, para definir las características del tipo de 
memoria que cada uno representa, y entre los diferentes casos, para determinar si es que 
los dos lugares de enunciación, a partir de nuevas situaciones posconflicto, han 
evolucionado en el tiempo o, por el contrario, mantienen las mismas características de 
antaño. A partir de esto, se busca proponer un nuevo modelo de comunicación 
periodístico que supere las taras que ambas arrastran en su interpretación.",Comunicación / Periodismo y gestión de la información
Universidad de Lima,Estudio de mejora para los indicadores de cumplimiento de avance de obra en la empresa Pegama Ingenieros,"Rodriguez Rojas, Stephen Amadeo","Trabajo de suficiencia profesional para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Zaldívar Peña, Doris Adriana",2022,"El presente proyecto profesional se desarrolla en la empresa PEGAMA INGENIEROS,
que es una contratista especializada en brindar servicios en minería subterránea.
PEGAMA es una empresa que incumplía sus programas de avance y producción
en un promedio de 97% debido a una baja disponibilidad mecánica que bordeaban el 54%
en 2 de sus 10 equipos de carguío y la falta de suministros utilizados en las operaciones.
La baja disponibilidad se debía a que sus equipos ya habían superado las 13 000 horas de
su vida útil esperada y la falta de suministros tenía, como causa raíz, una mala gestión del
área logística, pues los procesos internos del área no estaban estandarizados y los
almacenes no estaban ordenados ni clasificados.
Después de identificar las causas raíces, PEGAMA decide implementar un taller
donde realizar el overhaul de sus equipos de carguío y de esta manera darles una segunda
vida. Para esto, primero se definen las áreas de trabajo y su ubicación dentro del taller.
Posteriormente, se realiza la adquisición de las herramientas y equipos necesarios.
Después, se realizan las instalaciones eléctricas y sanitarias de acuerdo a las necesidades
de los trabajos a ejecutar dentro del taller. Finalmente, después de haber terminado con
la implementación del taller y una inversión alrededor de 226 000 .00 dólares, se ejecutó
el primer overhaul de un cargador de bajo perfil.
Por otro lado, el área logística define y estandariza sus procesos internos e
implementa 5S en los almacenes con el objetivo de optimizar espacios y que los tiempos
de ejecución de las tareas realizadas por los auxiliares disminuya significativamente.
Como consecuencia de la implementación del presente proyecto profesional, se
ve una notable mejora en el cumplimiento de los programas de avance y producción.",Ingeniería industrial / Tecnología de procesos
Universidad de Lima,"Componente comunicacional de una etapa del proyecto ""adolescentes y jóvenes listos"" adolescentes, jóvenes e incidencia para la prevención del VIH/SIDA en el marco de los derechos sexuales y reproductivos""","Chumpitaz Aguirre, Maria Sofia","Trabajo de suficiencia profesional para optar el Título Profesional de Licenciado en Comunicación, Universidad de Lima","Herrera Santamaría, Rodolfo Alejandro",2022,"Liderar el componente comunicacional de una etapa del proyecto “Adolescentes,
Jóvenes e incidencia para la Prevención del VIH/SIDA en el marco de los derechos
sexuales y reproductivos” fue una experiencia muy completa pues contó con diversos
componentes a nivel profesional y personal que me involucraron al cien por ciento,
superando así los resultados esperados para el proyecto.
El reto asumido junto con los líderes adolescentes y jóvenes, de Ventanilla y
Carabayllo, capacitados en el ejercicio de sus derechos sexuales y reproductivos,
especialmente en la prevención del VIH/SIDA para que activaran a sus pares en
acciones de comunicación y visibilización acerca de la importancia de conocer sus
derechos; así como acceder a los servicios diferenciados de salud, sin discriminación
ni estigma, con base en la igualdad de género, interculturalidad y diversidad sexual,
fue una travesía que brindó muchas satisfacciones a lo largo del camino y al final del
proceso.
Fue una sucesión de capacitaciones a través de talleres, conversatorios, y trabajo en
campo, utilizando diversos recursos comunicacionales de forma estratégica, los que
permitieron el involucramiento de los(as) adolescentes y jóvenes como un equipo
sólido a pesar de sus diferencias y empoderado ante la comunidad adulta y sus pares
en las calles y escuelas.
Es importante recordar que el proyecto se realiza teniendo en cuenta que, “en el Perú,
alrededor del 50% de los casos de SIDA son personas con menos de 31 años que se
infectaron antes de los 21 años. Asimismo, se registran cada día cuatro nacimientos
de madres menores de 15 años”, es decir embarazos adolescentes (según información 
publicada por Plan International).
Además, nuestro país reporta cifras alarmantes de violencia de género, el 85% de las
denuncias hechas en los Centros de Emergencia Mujer, por violencia familiar fueron
hechos por mujeres. Lo mismo ocurre con las vulneraciones de derechos a personas
LGBT, entre acoso, violencia y actos de discriminación, incluidos los homicidios.
Palabras clave: educación, empoderamiento, salud sexual, salud, adolescente",Comunicación / Comunicación para el desarrollo
Universidad de Lima,Propuesta creativa y plan de comunicaciones digital del estudio fotográfico Inventiva: producción del manual de marca y gestión de contenidos,"Martínez de Pinillos Da Silva, Ivana Priscila","Trabajo de suficiencia profesional para optar el Título Profesional de Licenciado en Comunicación, Universidad de Lima","Quiroz Figuerola, Carlos Gustavo",2022,"En este informe se presenta la propuesta creativa para Inventiva, un servicio de materiales 
audiovisuales que se ajusten a la estrategia del cliente según su estrategia de marketing 
de una micro o pequeña empresa. Se desarrolla la identidad a través del manual de marca, 
estilo fotográfico, dirección de arte y el proceso de conceptualización de una sesión de 
fotos. Además, se complementa con el análisis de fotografía publicitaria, contexto, 
competencia y casos referenciales.
Por otro lado, se desarrolla el plan de comunicación para redes del proyecto: 
Implementación de una página web como portafolio e Instagram. Así como la producción 
fotográfica la cual traslada la identidad construida y el estilo propuesto.
Finalmente, se analiza el recorrido del trabajo y las lecciones aprendidas del 
proceso.",Comunicación / Publicidad y marketing
Universidad de Lima,La comunicación interna en la mejora del clima laboral en una mediana empresa de servicios,"Morales Mujica, Daniela Luciana","Trabajo de suficiencia profesional para optar el Título Profesional de Licenciado en Comunicación, Universidad de Lima","Sheen Merino, Blanca María del Rosario",2022,"El presente proyecto profesional describe el trabajo que realizó la autora para desarrollar 
la comunicación interna en las empresas Lumicenter S.A.C, Fursys S.A.C e Intertex 
S.A.C, pertenecientes al Grupo Atún. El trabajo se realizó de agosto 2019 a enero 2021 
como parte de un propósito mayor que tenía el grupo corporativo para mejorar el clima 
laboral y la cultura corporativa. 
En este documento académico se presentan los pasos que se siguieron entonces 
para concebir e institucionalizar nuevas formas de comunicación en el centro de trabajo 
y convertirlas en un soporte para ayudar a crear un ambiente laboral motivador. Tales 
prácticas posibilitaron a los empleados a estar al día con lo que ocurre en las citadas 
empresas y se sintieran mejor escuchados y valorados por sus jefes.",Comunicación / Comunicación corporativa
Universidad de Lima,Informe de expediente civil 03372-2014-0-0401-JR-CI-08- Declaración judicial como accionista. Informe de expediente administrativo 1284-2017/CC1 Sobre protección al consumidor,"Chunga Acosta, Luis Martin Miguel","Trabajo de suficiencia profesional para optar el Título Profesional de Abogado, Universidad de Lima",,2022,"Materia: Declaración Judicial como Accionista Nº de Expediente: 03372-2014-0-0401-JR-CI-08. El Expediente Judicial que da mérito al presente Informe Jurídico contiene una demanda tramitada en vía de proceso abreviado. La principal problemática del presente Expediente gira en torno a las transferencias de acciones efectuadas en favor de la demandante; y la falta de anotación de las transferencias en el libro de matrícula de acciones. A lo largo del proceso judicial, se verifican sentencias contradictorias, esto es entre lo resuelto por la primera y la segunda instancia; culminando con una declaración de improcedencia del recurso casatorio interpuesto. Materia: Protección al Consumidor Nº de Expediente: 1284-2017/CC1. El presente caso es un procedimiento administrativo sancionador iniciado de oficio como consecuencia de una denuncia presentada por presuntas infracciones a la Ley Nº 29571, Código de Protección y Defensa del Consumidor. Específicamente, se denunció la presunta comisión de una conducta discriminatoria en tanto el Denunciado se habría negado injustificadamente a realizar la evaluación crediticia de la Sociedad Conyugal conformada en el extranjero del Denunciante. Asimismo, se denunció que el Denunciado no atendió las comunicaciones del Denunciante en las cuales le requería que fijara su posición sobre una posible evaluación crediticia de su Sociedad Conyugal para que pueda acceder a un crédito hipotecario.",Derecho / Derecho civil
Universidad de Lima,Negocio de reciclaje de botellas plásticas mediante el uso de Reverse Vending Machine (RVM),"Barycki Korytkowski, Hendryk Cheslavo, Soldi Vargas, Francesca Maria","Trabajo de investigación para optar el grado académico de Maestro en Administración y Dirección de Negocios, Universidad de Lima","Del Solar Vergara, Eduardo Alejandro",2022,"La tesis propuesta pretende ilustrar la implementación de un negocio basado en un sistema de reciclaje automático que brinda incentivos para los usuarios por medio de máquinas RVM (Reverse Vending Machines), cuyo objetivo es el de incrementar el
reciclaje formal de botellas de PET en Lima. Para asegurar el éxito de la implementación, se acota el alcance a Lima Moderna,
implementando 30 RVM durante los primeros tres años del proyecto, las cuales estarán distribuidas estratégicamente en Centros Comerciales, Supermercados, así como otros locales que aseguren la accesibilidad para los usuarios y una alta afluencia.
El sustento del negocio se basa en los aportes por venta de espacios publicitarios, respaldando el soporte elegido por los anunciantes con el alto contenido de responsabilidad social que el proyecto implica, lo que genera una percepción positiva en
los consumidores y usuarios, que se espera que sean cada vez más sensibles a los problemas de contaminación de océanos, ocasionados por los desechos plásticos. Las RVM, que serán importadas a pedido de China, se manejarán mediante un
sistema que permitirá registrar la información de usuarios y del material reciclado, así como el esquema de descuentos y beneficios ofrecidos al usuario que serán proporcionados por las empresas auspiciadoras, fomentando así la rotación de sus
productos y beneficiándose con el impacto social de las RVM. Los ingresos mensuales de publicidad por máquina se estiman en US$ 1,200 mensuales, y permitirán cubrir los gastos operativos, incluyendo los costos de funcionamiento de las mismas, dejando una tasa de retorno económico de 33% y un retorno financiero de 35%.",Ciencias empresariales / Administración
Universidad de Lima,Análisis del impacto del COVID 19 en el comportamiento de las barreras de compra en el comercio electrónico de los supermercados en los hogares de la ciudad de Lima,"Chang Kuoman, Josue Guillermo Cesar, Diaz Saavedra, Juan Sebastian","Tesis para optar el título profesional de Licenciado en Administración, Universidad de Lima","Huaynate Mato, Edwin David",2022,"La presente investigación propone demostrar la disminución de las barreras de compra en el comercio electrónico de los hogares en la ciudad de Lima, específicamente en la compra de productos para el hogar en supermercados, debido a las restricciones impuestas por el gobierno peruano para contrarrestar la pandemia del covid-19. La investigación hace uso de un método mixto con la realización de encuestas a 385 hogares de la ciudad de lima y de una entrevista a expertos en comercio electrónico, La investigación demuestra que un % de hogares vio incrementada sus compras online, y que superó las barreras de compra que tenían, y que 50% de los encuestados esperan mantener la misma frecuencia de compra online posterior a la crisis del COVID-19.",Ciencias empresariales / Administración
Universidad de Lima,Estudio de prefactibilidad para la instalación de una planta productora de filtrantes de té verde (Camellia sinensis) con frutos rojos deshidratados,"Machaca Cevallos, Estefany Cristina, Cabrera Sosa, Gerardo Giampierre","Tesis para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Corzo Chávez, Jorge Antonio",2022,"El principal objetivo de este proyecto es determinar la viabilidad comercial, técnica,
económica y social para la implementación de una planta productora de filtrantes de té
verde con frutos rojos deshidratados.
El producto del proyecto consiste en una caja de 20 sobres de té verde
acompañado de pedazos de fresas, arándanos y moras deshidratados. Se comercializará
bajo la marca “Fruitealina” y se distribuirá a través de canal moderno. El producto está
dirigido a la población de Lima Metropolitana perteneciente a los sectores A y B de entre
18 y 75 años. Se estima una demanda de 4 331 cajas máster de té verde con frutos rojos
para el año 2025. El valor de venta a los distribuidores (supermercados) se fijó en S/15,25
y S/24 como precio para los consumidores finales considerando un margen de ganancia
de 25% para los distribuidores.
La planta se ubicará en Chilca y tendrá un área de 510m2 con una capacidad de
producción de 4 742 cajas máster al año. Se trabajará 6 días a la semana en 1 turno por
día y se contará con 20 operarios de producción y 7 empleados administrativos y de
ventas.
La inversión total del proyecto asciende a S/ 600 214, la cual será financiada en
un 35% por el Banco de Crédito del Perú con una tasa efectiva de 14,57% a cuotas
constantes, sin periodos de gracia y a cinco años. El resto será financiado por el capital
social.
La evaluación financiera arrojó un VAN económico de S/ 281 695 y una TIR
económica de 32,26%; un VAN financiero de S/ 325 699 y una TIR financiera de 38,20%
considerando un COK de 20%.
Estos resultados comprueban que el presente proyecto es viable y rentable para
ambos escenarios.",Ingeniería industrial / Producción
Universidad de Lima,Estudio de prefactibilidad para la instalación de una planta de producción de pintura a base de poliestireno expandido y de un solvente ecológico,"Figueroa Pacheco, Lorena, Parra Bocanegra, Stefany Antonella","Tesis para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","León Gambetta Martín Arranz, Álvaro",2022,"El presente proyecto tiene como finalidad demostrar la factibilidad de constituir una
empresa de pintura ecológica en Lima, con alcance a un público objetivo de personas de
26 a 60 años que decidan decorar algún espacio de sus viviendas. El producto busca atraer
esa demanda de personas conscientes de la importancia del cuidado del medio ambiente
y brindar una alternativa a través de una nueva propuesta en el mercado de pinturas.
Resolverá problemáticas existentes como la falta de pinturas que carezcan de sustancias
dañinas y de bajo impacto ambiental. Por ello la propuesta de valor de la empresa se basa
en fabricar pintura a base de poliestireno expandido, lo cual asimismo resolverá la
problemática generada por los residuos de poliestireno.
Como objetivo se ha determinado tener una participación para el 2025 de 1.04%,
en el mercado, lo que es igual a una producción de 283 tn de pintura anuales. Además de
contar con un enfoque de negocio de atención personalizada en los puntos de venta, que
se traduce en un objetivo de ingresos de S/2,944,909 al último año. Se estima una
inversión de S/1,240,379, que considera el costo de adaptación de la nave industrial (se
estableció que el distrito de Santa Anita es la mejor localización), el costo de la
maquinaria, los muebles, los intangibles y el capital de trabajo para la puesta en marcha
del proyecto.
Tras la investigación se halló que el proyecto es viable técnica, financiera y
económicamente y que existe un mercado para este producto. A nivel de mercado, se
identificó que las personas de los NSE A, B y C son potenciales consumidores y estarían
dispuestos a comprar el producto (hay una DIA para el 2025 de 27,316tn de pintura
anuales). A nivel técnico, se halló que se cuenta con la tecnología necesaria, que consiste
en la maquinaria y operarios; y, por último, que es viable financiera y económicamente
debido a que tendría una rentabilidad mayor al costo de oportunidad. Además, de tener
un VAN positivo de S/987,322 y S/ 421,829 respectivamente.",Ingeniería industrial / Producción
